12,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,10,10,10,7 chimeneas,Nada,Mejor de lo que esperaba,"Nada, todo perfecto"
25,LA LATINA Y EL MUSEO DE LOS ORIGENES,AGOSTO,2023-08-13,9,10,9,9,,,Mejor de lo que esperaba,
24,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-14,10,10,10,10,Las explicaciones del guia,Nada,Como esperaba,Hacer mas recorridos por otras zonas
11,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16,10,8,9,9,Las explicaciones del guia y las visitas,La afluencia de gente al ser domingo y próximo al centro,Como esperaba,Cambiar al guía
2,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-07,10,10,10,10,Las explicaciones del guía.,,Mejor de lo que esperaba,
29,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19,10,10,10,10,,,Como esperaba,
12,MADRID EN FEMENINO,JULIO,2023-07-15,10,8,7,8,Las explicaciones historicas,La desorganización de la explicación,Mejor de lo que esperaba,
41,MADRID MONUMENTAL,OCTUBRE,2023-10-29,10,10,10,10,Las explicaciones q nos ha dado .,Nada,Mejor de lo que esperaba,Ninguna
8,CERVANTES Y LAS LETRAS,ENERO,2023-01-15,10,10,10,10,Las explicaciones tan detalladas y tan bien comentadas,Todo perfecto y muy interesante,Mejor de lo que esperaba,
31,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-29,9,10,10,10,Las explicaciones y el recorrido,,Como esperaba,
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,JUNIO,2023-06-23,10,10,10,10,Las explicaciones y la accesibilidad garantizada,,Mejor de lo que esperaba,
10,LA HISTORIA IMPRESCINDIBLE DE MADRID,JUNIO,2023-06-16,9,10,10,10,Las explicaciones y trato,,Mejor de lo que esperaba,
24,LA NUEVA PLAZA DE ESPAÑA,AGOSTO,2023-08-13,10,10,10,10,"Las explicaciones, la nueva ruta remodelación al llegar a plaza España desde el palacio la panorámica templo de Debod",La acceso a templo Debod,Mejor de lo que esperaba,Muy corto
16,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21,10,7,8,7,Las indicaciones curiosas sobre la historia medieval,Ha sido algo rápido,Como esperaba,
27,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15,10,10,10,10,Las leyendas,Nada,Como esperaba,Que haya mas recorridos por otras partes de la ciudad
1,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02,9,9,9,9,Las leyendas,Me ha gustado todo,Como esperaba,Ninguna
7,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD",DICIEMBRE,2023-12-10,10,10,10,10,Las leyendas y la manera de contarlas,Había mucha gente por la calle y es muy incómodo,Mejor de lo que esperaba,Más temáticas para futuras visitas
29,LA HISTORIA IMPRESCINDIBLE DE MADRID,NOVIEMBRE,2023-11-26,10,10,10,10,Llevo 9 años coincidiendo con  en diferentes empresas y recorridos y es una guía encantadora. Me ha gustado el conocimiento del barrio y curiosidades.,Que no quedan plazas para la de la semana que viene que hace ella.,Mejor de lo que esperaba,Poder elegir esta guía en los siguientes recorridos.
13,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27,10,10,10,10,Lo ameno de la visita ,Se me ha hecho muy corto,Mejor de lo que esperaba,
23,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-14,10,9,10,10,Lo didáctico que es el guia,Todo fenomenal real,Mejor de lo que esperaba,Realizar más visitas
13,MADRID EN FEMENINO,JUNIO,2023-06-17,10,10,10,10,"Los conocimientos mostrados por el guía,","La calzada romana, que hacía botar a quienes íbamos en silla de ruedas",Mejor de lo que esperaba,
11,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,10,10,10,10,Los guias,Nada,Mejor de lo que esperaba,Que las hagan mas cortas para personas con menos mivilidad
12,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,,,Mejor de lo que esperaba,
16,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11,10,10,10,10,Me gusta mucho,Si gusta,Mejor de lo que esperaba,Buena calidad
14,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,Me gusta mucho Plaza España,Algunos menos,Mejor de lo que esperaba,Muy bien práctica
15,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,,,Mejor de lo que esperaba,
3,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06,10,10,10,10,Me gusta todo,,Mejor de lo que esperaba,Quiero entrar el palacio real
17,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,10,10,10,Me gustado todos muy bueno historía,Todos me gustado,Mejor de lo que esperaba,Todos 10
18,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,8,7,9,9,Me gusto,Si me gusto,Mejor de lo que esperaba,Seguir
3,MADRID HISTÓRICO,ENERO,2023-01-13,10,10,10,10,Me ha gustado todo. He salido encantada,Me ha gustado todo,Mejor de lo que esperaba,
18,MADRID HISTÓRICO,FEBRERO,2023-02-26,10,10,10,10,Me resultó todo muy interesante,Nos faltó tiempo,Mejor de lo que esperaba,Que nos sigan funcionando por mucho tiempo estas salidas
2,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06,10,10,10,10,Muchas,,Mejor de lo que esperaba,
9,MADRID EN FEMENINO,AGOSTO,2023-08-05,10,10,10,10,Mujeres olvidadas de Madrid,,Mejor de lo que esperaba,Más amplia de mujeres olvidadas
13,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11,10,10,10,10,Muralla cristiana,,Mejor de lo que esperaba,
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,10,10,10,10,Museo,Nada,Mejor de lo que esperaba,Ninguna
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21,10,9,9,9,Museo,Nada,Mejor de lo que esperaba,
6,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-07,10,10,10,10,Museo,Nada,Como esperaba,Un poco más de tiempo
13,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,8,8,7,8,Museo de los orígenes,No hay nada que me disguste,Como esperaba,Algún recuerdo
12,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,10,8,10,9,Museo de los orígenes y curiosidades que nos ha contado el guia,Todo me gustó,Mejor de lo que esperaba,Ninguna
19,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,8,7,6,7,museo de San Isidro,Rápido,Mejor de lo que esperaba,ninguna
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,8,10,10,10,Museo san isidro,Todos me gusta mucho!,Mejor de lo que esperaba,Sigues los museos y culturas
34,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-26,10,10,10,10,Muy ameno,Nada,Mejor de lo que esperaba,
16,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,Muy bien,Bien,Mejor de lo que esperaba,Buenos
25,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-30,10,8,7,8,Orígenes de San Isidro,Nada,Mejor de lo que esperaba,Me encanta mucho historia
10,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,9,9,9,9,Parque natural,Muy interesante cosas de historia de Madrid,Mejor de lo que esperaba,Prefiero otra vez turismo dentro de Palacio Real.
26,MUJERES QUE HAN HECHO HISTORIA EN MADRID,NOVIEMBRE,2023-11-25,10,10,10,10,Plaza de la villa me a gustado,Me a gustado to mucho,Mejor de lo que esperaba,Más Madrid
9,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,8,10,10,Plaza de Mayor,Ninguna,Mejor de lo que esperaba,
8,MADRID EN FEMENINO,JUNIO,2023-06-10,9,9,9,8,Plaza de ramales,La suciedad en la calle,Mejor de lo que esperaba,Hacer una ruta sobre el Madrid modernista
11,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27,10,10,10,10,Plaza del codo,Ninguna ,Como esperaba,
8,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,Plaza españa,,Mejor de lo que esperaba,
4,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06,10,8,6,7,,,,
12,LA NUEVA PLAZA DE ESPAÑA,OCTUBRE,2023-10-08,5,5,6,6,Plaza España,Nada,Peor de lo que esperaba,
8,MADRID EN FEMENINO,AGOSTO,2023-08-05,8,6,7,7,Plaza Mayor,,Como esperaba,Debería un interpete de Lse de cada uno de diferentes recorridos para fomentar mas la cultura hacia la comunidad sorda.
6,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,Plaza Ramales y Plaza España,,Mejor de lo que esperaba,
14,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,9,10,10,Puerta de Sol,Nada,Mejor de lo que esperaba,General bien!!!
20,MADRID EN FEMENINO,AGOSTO,2023-08-12,10,10,10,10,Que al ser el primer día de mi pareja visitando en Madrid te has ofrecido a contarnos cosas de historia además de mujeres. Buena visita. Gracias Alejandra.,Nada,Mejor de lo que esperaba,Nada
22,LA NUEVA PLAZA DE ESPAÑA,NOVIEMBRE,2023-11-24,10,10,10,10,Recorrido en general,,Como esperaba,Ruta x pueblos con encanto
11,MADRID EN FEMENINO,JULIO,2023-07-15,10,7,5,6,Recrrido,,Peor de lo que esperaba,"Creo que el discurso ha sido poco hilado, hacer relatos más coherentes"
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,NOVIEMBRE,2023-11-19,6,7,8,8,Restos elefante,Todo me ha gustado,Mejor de lo que esperaba,Nimguna
4,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02,6,6,7,7,Se conocen nuevos sitios y se ven de diferente forma,Los nombres de las visitas no se corresponde con la que hemos tenido,Como esperaba,Utilizar altavoces individuales
11,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,8,10,Si,,Mejor de lo que esperaba,
16,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,6,6,7,7,Si,Todo me gustó mucho,Mejor de lo que esperaba,Seguir con intérprete LSE
19,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,7,9,8,7,Si,Si,Mejor de lo que esperaba,Si
36,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22,10,10,10,10,Si,Todos,Como esperaba,Si
15,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,10,10,10,Si,Depende,Como esperaba,Muy bien
20,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,Si gusta más en museo de orígenes,Menos algunos,Mejor de lo que esperaba,Perfecto
5,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-06,10,10,10,10,Si gusta mucho,Igual,Mejor de lo que esperaba,Me encanta mucho
34,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22,10,10,10,10,Si todo,Nada,Mejor de lo que esperaba,Seguir con más itinerarios
29,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-29,10,10,10,10,Subir al sepulcro,,Como esperaba,
9,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27,10,10,10,10,Súper bien explicado y el guía un encanto y muy simpático que nos ha llenado de grata información por el bello Madrid ,Todo me gustó ,Mejor de lo que esperaba,
3,MADRID EN FEMENINO,ABRIL,2023-04-08,10,10,10,10,Sus explicaciones,Me ha gustado todo,Mejor de lo que esperaba,Más explicaciones por parte del guia
5,LA NUEVA PLAZA DE ESPAÑA,JUNIO,2023-06-09,9,9,8,9,Templo Debod,Me ha gustado todo,Como esperaba,Iglesias de Madrid
1,MADRID EN FEMENINO,SEPTIEMBRE,2023-09-02,10,10,10,10,Tido,Nada,Como esperaba,
31,COMPRAS TÍPICAS DE NAVIDAD,DICIEMBRE,2023-12-08,8,8,8,8,,,Como esperaba,Planificar mejor la ruta accesible
22,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,Toda de Latina,Ninguno,Mejor de lo que esperaba,Muy Interesante..
4,LA HISTORIA IMPRESCINDIBLE DE MADRID,Mayo,2023-05-19,10,10,10,10,"Toda la información recibida fue excelente, el intérprete y la chica encargada del tour han sido fantástico ",,Mejor de lo que esperaba,
9,MADRID HISTÓRICO,FEBRERO,2023-02-18,10,10,10,10,Toda la visita,,Como esperaba,Hacer  más visitas
5,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07,10,10,10,10,Toda la visita,Me gustó todo,Mejor de lo que esperaba,
2,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07,10,10,10,10,Toda la visita,,Mejor de lo que esperaba,
21,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-30,10,10,10,10,"Todas las explicaciones de Cristian, y su conocimiento de toda la temática de la visita.",Nada,Mejor de lo que esperaba,No tengo ninguna sugerencia
27,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19,10,10,10,10,Todas las historias,La caminata,Mejor de lo que esperaba,
21,MADRID EN FEMENINO,ABRIL,2023-04-15,10,0,0,0,,El guía,Peor de lo que esperaba,"Que cambien al guía, es el peor guía que he tenido en una vista guiada"
10,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18,9,10,10,10,Todo,Satisfecho,Mejor de lo que esperaba,Qué continue en el 2024 y más itinerarios.
38,LA LATINA Y EL MUSEO DE LOS ORIGENES,OCTUBRE,2023-10-22,8,8,8,8,Todo,Nada,Como esperaba,.
3,HISTORIAS Y LEYENDAS DE MADRID,JUNIO,2023-06-03,10,10,10,10,Todo,Bajada de cuestas y mucho turismo,Como esperaba,
4,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07,10,10,10,10,Todo,Todo muy interesante,Mejor de lo que esperaba,Empezar antes la visita para evitar el calor
16,MADRID HISTÓRICO,FEBRERO,2023-02-26,10,10,10,10,Todo,,,Inquisición madrid
33,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30,10,10,10,10,,Palacio Real el menú enviar lo,Mejor de lo que esperaba,
21,MADRID MONUMENTAL,JUNIO,2023-06-30,10,10,10,10,todo,no tener acceso años oriculLares,Mejor de lo que esperaba,la falta de auriculares
2,MADRID EN FEMENINO,SEPTIEMBRE,2023-09-02,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Nada
32,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Nada
2,MADRID HISTÓRICO,FEBRERO,2023-02-04,9,9,9,9,Todo,Nada,Como esperaba,
15,MADRID HISTÓRICO,FEBRERO,2023-02-26,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,
5,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-09,10,6,5,5,,,Peor de lo que esperaba,Que siga funcionando
10,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16,10,9,9,9,Todo,Nada,Mejor de lo que esperaba,
8,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18,8,8,8,8,,,Como esperaba,
10,LA HISTORIA IMPRESCINDIBLE DE MADRID,ENERO,2023-01-20,9,9,9,9,Todo,Nada,Como esperaba,Ninguna
9,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ENERO,2023-01-20,10,10,10,10,Todo,Nads,Como esperaba,Ninguna
26,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01,10,10,10,10,Todo,Nada,Como esperaba,
7,CERVANTES Y LAS LETRAS,Mayo,2023-05-26,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,Poner auriculares
29,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15,10,10,10,10,Todo,,Mejor de lo que esperaba,Que siga haciendo nuevos recorridos
10,HISTORIAS Y LEYENDAS DE MADRID,Mayo,2023-05-27,10,10,10,10,Todo,,Mejor de lo que esperaba,
2,MADRID MONUMENTAL,JUNIO,2023-06-02,10,10,10,10,Todo,,Como esperaba,
18,LA LATINA Y EL MUSEO DE LOS ORIGENES,JULIO,2023-07-21,10,10,10,10,Todo,,Como esperaba,
9,SAN ISIDRO HISTORIA DE UN SANTO MADRILEÑO,ABRIL,2023-04-16,10,8,7,7,,Excesivo gente es mejor día dediario,Como esperaba,Realizarlo en diario
11,LA HISTORIA IMPRESCINDIBLE DE MADRID,AGOSTO,2023-08-11,10,10,10,10,Todo,,Mejor de lo que esperaba,
23,LA NUEVA PLAZA DE ESPAÑA,NOVIEMBRE,2023-11-24,9,10,10,10,Todo,,Como esperaba,Ruta pueblos bonitos de madrid
40,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-28,9,8,6,8,Todo,Nada,Como esperaba,Rutas por municipios de Madrid y pueblos pintorescos
23,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01,7,9,6,6,Todo,,Como esperaba,
42,MADRID MONUMENTAL,OCTUBRE,2023-10-29,9,8,9,9,Todo,Nada,Mejor de lo que esperaba,Rutas pueblos bonitos de madrid
32,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,10,10,10,Todo,Todo muy interesante,Mejor de lo que esperaba,Seguir asi
8,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD",DICIEMBRE,2023-12-10,10,10,10,10,Todo,Mucha gente,Mejor de lo que esperaba,Siempre se puede mejorar
13,MADRID HISTÓRICO,FEBRERO,2023-02-18,10,10,10,10,Todo,,Mejor de lo que esperaba,Visitas en otros dias entre semana
28,COMPRAS TÍPICAS DE NAVIDAD,DICIEMBRE,2023-12-08,9,9,8,10,,Nada,Como esperaba,Rutas pueblos bonitos
30,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-19,7,10,10,10,Todo,El calor que hacía,Como esperaba,
17,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,"Empezar a las 12, 30 h."
7,MADRID EN FEMENINO,AGOSTO,2023-08-05,10,10,10,10,,Todo,Mejor de lo que esperaba,
7,CERVANTES Y LAS LETRAS,ENERO,2023-01-15,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,
34,LA HISTORIA IMPRESCINDIBLE DE MADRID,ABRIL,2023-04-30,10,10,10,10,Todo,Nada,Como esperaba,
22,LA NUEVA PLAZA DE ESPAÑA,AGOSTO,2023-08-12,10,10,10,10,Todo,Nada,Como esperaba,Ninguna
26,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-18,10,10,10,10,Todo,Nada,Como esperaba,Ninguna
33,HISTORIAS Y LEYENDAS DE MADRID,AGOSTO,2023-08-25,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,
27,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01,7,8,8,8,,,Mejor de lo que esperaba,
22,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,
17,MADRID HISTÓRICO,FEBRERO,2023-02-26,10,10,10,10,Todo  el ontenido,,Mejor de lo que esperaba,Madrid inquisicion
20,LA LATINA Y EL MUSEO DE LOS ORIGENES,JUNIO,2023-06-23,10,10,8,9,Todo el recorrido,Nada,Mejor de lo que esperaba,El horario es muy bueno
15,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13,10,10,10,10,Todo el recorrido y el guia,Nada,Mejor de lo que esperaba,Q nis den más tiempo de Ruta
8,MADRID HISTÓRICO,FEBRERO,2023-02-18,10,10,10,10,Todo en conjunto,No ha habido nada que no me haya gustado,Como esperaba,Visitas en días laborables
3,MADRID HISTÓRICO,ENERO,2023-01-13,10,10,10,10,Todo en general,,Mejor de lo que esperaba,
6,MADRID HISTÓRICO,FEBRERO,2023-02-17,10,10,10,10,Todo en general,Nada,Mejor de lo que esperaba,"XXX  es muy agradable y profesional que se adapta al grupo perfectamente. Por favor,que no se quiten este tipo de eventos porque son muy enriquecedores y aprendes mucho con ellos además de conocer parte de la ciudad."
2,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02,10,10,10,10,Todo en general,Un poco corto recorrido,Como esperaba,Más recorrido
14,MADRID HISTÓRICO,FEBRERO,2023-02-25,10,10,10,10,Todo en genersl,,Como esperaba,Hacer ruta inquisición
13,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,9,9,8,7,Todo me gustó,Todo me gusto mucho,Mejor de lo que esperaba,Seguir asi
9,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18,10,10,10,10,,Me ha gustado todas historia de Madrid,Mejor de lo que esperaba,Si la próxima me gustaría historia San Isidro
10,LA NUEVA PLAZA DE ESPAÑA,OCTUBRE,2023-10-08,10,10,10,10,Todo peatonal y las explicaciones muy acertadas,,Mejor de lo que esperaba,Frente al Palacio Real hacer un pequeño desvío para ver la Almudena y ver la explanada que hay entre ambos edificios (que Letizia no pudo cruzar en su boda)
3,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07,10,10,10,10,Todo y el guía y interprete para personas sordas,Todo interesante,Mejor de lo que esperaba,
4,HISTORIAS Y LEYENDAS DE MADRID,JUNIO,2023-06-03,10,10,10,10,"Todo, la guia",Los otros turistas,Mejor de lo que esperaba,No
11,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17,10,10,10,10,"Todo, muy interesante",Ok todo,Mejor de lo que esperaba,Que siga ruta con lse
12,MADRID HISTÓRICO,FEBRERO,2023-02-18,10,10,10,10,"Todo,ha sido muy interesante,conocer algunas mujeres de las cuales sabía poco",,,
"\";;Mejor de lo que esperaba;\"Más visitas durante toda la semana,más horarios",,,,,,,,,,,
"\"",,,,,,,,,,,
28,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15,9,9,10,10,Todoo,Nada,Como esperaba,
39,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-27,9,8,7,9,Todoo,Nada,Como esperaba,Rutas por municipios Madrid
17,MADRID EN FEMENINO,AGOSTO,2023-08-11,10,10,10,10,Todos,Diferente,Mejor de lo que esperaba,Me gusta todos gracias
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,Todos,Nada,Como esperaba,Si
7,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,Todos,,Mejor de lo que esperaba,
25,MADRID MONUMENTAL,SEPTIEMBRE,2023-09-17,10,10,10,10,Todos,Ninguno,Mejor de lo que esperaba,Horas 10h mejor
13,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10,10,10,10,10,Todos impresionantes,,Mejor de lo que esperaba,Todos me gustados
21,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16,10,10,10,10,Todos increíbles,Todos,Mejor de lo que esperaba,Muy bueno todas las Historias
12,LA HISTORIA IMPRESCINDIBLE DE MADRID,ENERO,2023-01-22,2,6,6,5,Una puerta antigua. El origen de la Almudena.,"\"Respeto que el guía sea una fuente inagotable de conocimientos, PERO ni la ruta es la anunciada (hicimos de la plaza Mayor a la Catedral en vez de acabar en Sol) ni el contenido era el esperado. Recibimos una sucesión de datos oscuros y nombres de reyes y personajes que a buen seguro harán las delicias de los locales, pero hacen que la ruta sea inaccesible para nadie que no sea de la ciudad y un friqui de la historia. Además los datos se presentan de forma descontextualizada. Añádase, casi ninguna referencia a nada del siglo XX, muy escasas las del XIX. Quizá no entendimos bien qué quería decir \"\"Hª Imprescindible\"\".",,
"Entiendo que es gratis y se agradece el servicio, pero mis días en Madrid han sido por desgracia escasos y lamento haber hecho la reserva. Gracias.",,,,,,,,,,,
"https://divulgaciontotal.com/w/?p=24323&amp\"",Peor de lo que esperaba,Creo que podrían indicar qué rutas son más indicadas para turistas y qué rutas son más aptas para locales o gente que ya renga un conocimiento profundo del tema.,,,,,,,,,
16,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13,10,10,10,10,"xxxx  nos lo ha explicado todo fenomenal, nos ha realizado un recorrido muy ameno, interesante y entretenido",.,Mejor de lo que esperaba,.
